,teamId,participantId,champion,role,lane,spell1,spell2,item1,item2,item3,item4,item5,item6,item7,win,kills,deaths,assists,largestKillingSpree,killingSprees,largestMultiKill,doubleKills,tripleKills,quadraKills,pentaKills,longestTimeSpentLiving,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,visionScore,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,primaryKeystone,creepsPerMinDeltas,xpPerMinDeltas,goldPerMinDeltas,championName,summonerSpell1,summonerSpell2,team,keystone,item-1,item-2,item-3,item-4,item-5,item-6,item-7
{'summonerName': 'qV QuAcKy qV'},200,8,497,DUO_SUPPORT,BOTTOM,4,14,3109,2055,3050,3860,0,3117,3364,True,0,8,18,0,0,0,0,0,0,0,512,22449,9208,6603,6636,0,5906,3519,1315,1072,14252,5666,7666,920,6805,6725,0,0,32,0,0,0,12,7,0,65,25,5,False,False,False,False,8465,"{'10-20': 1.6, '0-10': 1.2}","{'10-20': 305.5, '0-10': 236.8}","{'10-20': 226.5, '0-10': 167.5}",Rakan,Flash,Ignite,Red,Guardian,Knight's Vow,Control Ward,Zeke's Convergence,Bulwark of the Mountain,N/A,Boots of Mobility,Oracle Lens
{'summonerName': 'NickerBird'},200,9,120,NONE,JUNGLE,11,14,1413,3134,3078,3047,3800,3123,3340,True,9,1,10,6,2,2,1,0,0,0,461,215555,46163,154813,14579,0,16339,2417,12194,1728,32003,8056,23587,358,13510,12483,0,0,43,158,105,12,16,2,0,25,8,3,False,False,False,True,8010,"{'10-20': 1, '0-10': 0.1}","{'10-20': 592, '0-10': 427.6}","{'10-20': 485.4, '0-10': 368.4}",Hecarim,Smite,Ignite,Red,Conqueror,Enchantment: Cinderhulk,Serrated Dirk,Trinity Force,Ninja Tabi,Righteous Glory,Executioner's Calling,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},200,10,268,SOLO,TOP,12,4,1056,3157,1056,3151,3115,3047,3363,True,12,7,5,3,3,2,3,0,0,0,482,120610,114134,4091,2385,0,23254,22641,612,0,17544,5607,10881,1055,12801,11150,1,0,154,20,12,4,15,2,0,20,7,5,False,False,True,False,8010,"{'10-20': 3.8, '0-10': 8.4}","{'10-20': 472.6, '0-10': 504}","{'10-20': 485.6, '0-10': 310.9}",Azir,Teleport,Flash,Red,Conqueror,Doran's Ring,Zhonya's Hourglass,Doran's Ring,Liandry's Torment,Nashor's Tooth,Ninja Tabi,Farsight Alteration
{'summonerName': 'Elite Squad jinx'},100,1,201,DUO_SUPPORT,BOTTOM,3,4,3109,3050,3857,3111,0,2055,3364,True,2,2,25,2,1,1,0,0,0,0,547,24572,9720,8106,6746,0,7655,6087,1451,116,13498,4438,8614,445,7472,6450,1,1,31,0,0,0,12,4,0,55,20,9,False,False,False,False,8465,"{'10-20': 1.9, '0-10': 1.1}","{'10-20': 413.2, '0-10': 276.2}","{'10-20': 356.6, '0-10': 171.3}",Braum,Exhaust,Flash,Blue,Guardian,Knight's Vow,Zeke's Convergence,Pauldrons of Whiterock,Mercury's Treads,N/A,Control Ward,Oracle Lens
{'summonerName': 'OnlyShenNA'},100,2,98,NONE,JUNGLE,4,12,3047,3748,2031,3194,2055,1033,3340,True,5,4,20,3,1,1,0,0,0,0,344,68034,15357,50941,1736,0,15573,5814,9622,136,16006,5501,8338,2167,9994,8725,3,0,96,8,0,5,14,3,0,14,7,0,True,False,False,False,8437,"{'10-20': 3.3, '0-10': 5.1}","{'10-20': 483.7, '0-10': 390.7}","{'10-20': 411.20000000000005, '0-10': 270.3}",Shen,Flash,Teleport,Blue,Grasp of the Undying,Ninja Tabi,Titanic Hydra,Refillable Potion,Adaptive Helm,Control Ward,Null-Magic Mantle,Warding Totem (Trinket)
{'summonerName': 'Alcholitus'},100,3,202,DUO_CARRY,BOTTOM,7,4,1055,2031,3111,3095,3031,3086,3363,True,11,2,13,6,3,2,2,0,0,0,686,115063,2788,111405,870,1589,19079,1092,17531,456,10007,5926,3424,655,12433,9820,1,0,168,4,4,0,14,0,0,9,6,1,False,False,False,False,8128,"{'10-20': 6.2, '0-10': 6.699999999999999}","{'10-20': 487, '0-10': 336.6}","{'10-20': 455.2, '0-10': 337.7}",Jhin,Heal,Flash,Blue,Dark Harvest,Doran's Blade,Refillable Potion,Mercury's Treads,Stormrazor,Infinity Edge,Zeal,Farsight Alteration
{'summonerName': 'ìrelia'},100,4,268,SOLO,MIDDLE,12,4,1056,3157,3115,3151,0,3111,3340,True,13,2,10,7,3,2,1,0,0,0,753,119903,112596,7031,275,0,24194,22304,1615,275,14257,6139,7500,618,12058,10725,2,1,134,21,7,9,15,1,0,12,5,1,False,False,False,False,8010,"{'10-20': 6.4, '0-10': 6.199999999999999}","{'10-20': 567.0999999999999, '0-10': 520.8}","{'10-20': 570.0999999999999, '0-10': 287.1}",Azir,Teleport,Flash,Blue,Conqueror,Doran's Ring,Zhonya's Hourglass,Nashor's Tooth,Liandry's Torment,N/A,Mercury's Treads,Warding Totem (Trinket)
{'summonerName': 'Daylornutpie'},100,5,9,NONE,JUNGLE,11,4,1402,3157,3145,3151,3020,0,3330,True,11,2,13,8,2,3,2,2,0,0,996,147443,126302,10432,10709,0,18479,16570,323,1585,21139,8188,12660,290,12179,11425,2,0,44,120,79,4,14,5,0,47,5,2,False,False,False,False,8112,"{'10-20': 3.1, '0-10': 0.6000000000000001}","{'10-20': 559, '0-10': 395}","{'10-20': 599.5999999999999, '0-10': 398.70000000000005}",Fiddlesticks,Smite,Flash,Blue,Electrocute,Enchantment: Runic Echoes,Zhonya's Hourglass,Hextech Revolver,Liandry's Torment,Sorcerer's Shoes,N/A,Scarecrow Effigy (Trinket)
{'summonerName': 'changmas'},200,6,53,DUO_SUPPORT,BOTTOM,14,4,3117,3109,3857,2055,3105,1029,3364,False,1,9,5,0,0,1,0,0,0,0,476,18976,5516,6361,7098,0,5864,3452,1831,580,22336,13327,7902,1107,5694,5175,0,0,28,4,0,0,10,5,0,25,14,2,False,False,False,False,8439,"{'10-20': 1.6, '0-10': 1.2}","{'10-20': 340.4, '0-10': 230}","{'10-20': 273.9, '0-10': 172.89999999999998}",Blitzcrank,Ignite,Flash,Red,Aftershock,Boots of Mobility,Knight's Vow,Pauldrons of Whiterock,Control Ward,Aegis of the Legion,Cloth Armor,Oracle Lens
{'summonerName': 'Titan Ultimatum'},200,7,82,SOLO,TOP,12,4,3111,3065,3152,3076,3116,1054,3340,False,6,4,1,3,2,1,0,0,0,0,457,133109,114558,18032,519,0,13647,11104,2383,159,26617,9899,16326,391,12264,10850,3,0,194,6,5,0,15,2,0,16,9,1,False,False,True,False,8010,"{'10-20': 8.5, '0-10': 7.8}","{'10-20': 654.0999999999999, '0-10': 494.8}","{'10-20': 565.5, '0-10': 361.1}",Mordekaiser,Teleport,Flash,Red,Conqueror,Mercury's Treads,Spirit Visage,Hextech Protobelt-01,Bramble Vest,Rylai's Crystal Scepter,Doran's Shield,Warding Totem (Trinket)
{'summonerName': 'Elvisbby'},200,8,134,DUO_CARRY,BOTTOM,4,7,3157,3285,1052,3020,0,0,3340,False,3,10,3,0,0,1,0,0,0,0,289,62076,54604,7062,409,0,11844,10616,928,299,16451,10650,5493,307,8291,8335,0,0,112,1,1,0,10,2,0,12,7,2,False,False,False,False,8112,"{'10-20': 5.7, '0-10': 4.6}","{'10-20': 363.3, '0-10': 253.79999999999998}","{'10-20': 384.79999999999995, '0-10': 235.8}",Syndra,Flash,Heal,Red,Electrocute,Zhonya's Hourglass,Luden's Echo,Amplifying Tome,Sorcerer's Shoes,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'Deasperato'},200,9,157,SOLO,MIDDLE,4,14,1055,3091,3111,3086,1042,0,3340,False,1,10,2,0,0,1,0,0,0,0,400,74446,11537,58585,4323,297,6896,1336,4871,688,18305,9124,8973,207,7153,6275,1,0,127,0,0,0,11,1,0,13,7,0,False,False,False,False,8010,"{'10-20': 4.5, '0-10': 6.8}","{'10-20': 267.4, '0-10': 408.9}","{'10-20': 320.70000000000005, '0-10': 253.8}",Yasuo,Flash,Ignite,Red,Conqueror,Doran's Blade,Wit's End,Mercury's Treads,Zeal,Dagger,N/A,Warding Totem (Trinket)
{'summonerName': 'Bill Bafare'},200,10,104,NONE,JUNGLE,4,11,1412,2031,1042,3111,3071,1036,3340,False,1,9,3,0,0,1,0,0,0,0,476,106709,3591,95961,7157,0,6944,441,6053,449,22728,11337,10836,554,7731,7645,0,0,43,102,85,0,12,0,0,13,4,2,False,False,False,False,8230,"{'10-20': 1.8, '0-10': 0.9}","{'10-20': 410.6, '0-10': 317.5}","{'10-20': 335.1, '0-10': 271.1}",Graves,Flash,Smite,Red,Phase Rush,Enchantment: Warrior,Refillable Potion,Dagger,Mercury's Treads,Black Cleaver,Long Sword,Warding Totem (Trinket)
{'summonerName': 'Bambooshoots69'},100,1,51,DUO_CARRY,BOTTOM,4,7,1055,3006,3031,2015,1018,1038,3363,False,2,5,5,0,0,1,0,0,0,0,578,75804,1077,74594,132,718,11113,765,10215,132,15611,5479,9803,328,8035,7850,0,0,147,3,3,0,11,0,0,3,4,0,False,False,False,False,8021,"{'10-20': 4.6, '0-10': 7.199999999999999}","{'10-20': 231.1, '0-10': 289.6}","{'10-20': 260.5, '0-10': 267}",Caitlyn,Flash,Heal,Blue,Fleet Footwork,Doran's Blade,Berserker's Greaves,Infinity Edge,Kircheis Shard,Cloak of Agility,B. F. Sword,Farsight Alteration
{'summonerName': 'Fly Guy Rob '},100,2,267,DUO_SUPPORT,BOTTOM,4,14,3851,0,3117,3174,0,0,3364,False,1,5,7,0,0,1,0,0,0,0,484,9660,7175,2007,477,0,5322,4721,123,477,10418,2171,8222,24,5346,3975,0,0,9,0,0,0,11,5,0,46,22,4,False,False,False,False,8214,"{'10-20': 0.6000000000000001, '0-10': 0.1}","{'10-20': 262.2, '0-10': 301.7}","{'10-20': 187.10000000000002, '0-10': 168.2}",Nami,Flash,Ignite,Blue,Summon Aery,Frostfang,N/A,Boots of Mobility,Athene's Unholy Grail,N/A,N/A,Oracle Lens
{'summonerName': 'SneakysBoyfriend'},100,3,112,SOLO,MIDDLE,4,14,3157,2033,3020,3198,1026,3057,3340,False,5,6,1,3,1,2,1,0,0,0,637,149428,135786,12761,880,0,16943,15629,434,880,14918,5675,9166,76,11223,9975,0,0,202,4,1,0,15,1,0,16,9,2,False,False,False,False,8214,"{'10-20': 6.9, '0-10': 7.2}","{'10-20': 450, '0-10': 459.1}","{'10-20': 314.2, '0-10': 231.8}",Viktor,Flash,Ignite,Blue,Summon Aery,Zhonya's Hourglass,Corrupting Potion,Sorcerer's Shoes,Perfect Hex Core,Blasting Wand,Sheen,Warding Totem (Trinket)
{'summonerName': 'Charge'},100,4,2,NONE,JUNGLE,4,11,1401,3071,0,3047,3076,1028,3364,False,6,9,8,2,2,2,1,0,0,0,365,123596,30071,74928,18595,14,13539,1119,7594,4825,31867,11678,19428,760,9523,8525,0,0,41,99,77,7,14,5,0,28,6,4,False,False,False,False,8010,"{'10-20': 2.1, '0-10': 0.8}","{'10-20': 497.6, '0-10': 324.7}","{'10-20': 391.2, '0-10': 307.5}",Olaf,Flash,Smite,Blue,Conqueror,Enchantment: Cinderhulk,Black Cleaver,N/A,Ninja Tabi,Bramble Vest,Ruby Crystal,Oracle Lens
{'summonerName': 'Brokentoe5'},100,5,164,SOLO,TOP,12,4,1055,3078,3047,3077,1031,0,3340,False,1,9,1,0,0,1,0,0,0,0,371,85803,311,74966,10526,0,9724,311,7378,2034,20270,5638,14549,82,7623,7508,1,0,137,4,4,0,13,0,0,8,6,0,False,False,False,False,9923,"{'10-20': 8, '0-10': 4.3}","{'10-20': 535.2, '0-10': 388.9}","{'10-20': 366.79999999999995, '0-10': 211.5}",Camille,Teleport,Flash,Blue,Hail of Blades,Doran's Blade,Trinity Force,Ninja Tabi,Tiamat,Chain Vest,N/A,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},200,6,268,SOLO,MIDDLE,12,4,1056,3157,3115,2420,3020,1026,3340,True,5,4,10,3,1,1,0,0,0,0,656,97597,91588,6008,0,0,15490,14912,578,0,12064,4448,6235,1381,9849,9225,1,0,145,4,4,0,14,3,0,24,11,2,False,False,False,False,8010,"{'10-20': 5.3, '0-10': 7.699999999999999}","{'10-20': 539.9, '0-10': 444.4}","{'10-20': 458, '0-10': 247.8}",Azir,Teleport,Flash,Red,Conqueror,Doran's Ring,Zhonya's Hourglass,Nashor's Tooth,Stopwatch,Sorcerer's Shoes,Blasting Wand,Warding Totem (Trinket)
{'summonerName': 'Ohearrl'},200,7,58,SOLO,TOP,12,4,3071,3153,3047,3812,1055,0,3340,True,13,2,9,8,2,2,1,0,0,0,870,125237,7302,116395,1540,0,19831,2022,17808,0,26819,4228,18098,4491,13922,11725,3,0,153,12,0,0,16,1,0,27,9,3,False,False,True,False,8005,"{'10-20': 6.3, '0-10': 5.9}","{'10-20': 615.8, '0-10': 402.70000000000005}","{'10-20': 650.1, '0-10': 296.4}",Renekton,Teleport,Flash,Red,Press the Attack,Black Cleaver,Blade of the Ruined King,Ninja Tabi,Death's Dance,Doran's Blade,N/A,Warding Totem (Trinket)
{'summonerName': 'BigDaggyJunior'},200,8,81,DUO_CARRY,BOTTOM,4,7,3158,2055,3153,3078,3042,0,3340,True,7,1,6,7,1,2,1,0,0,0,1512,117431,12032,100996,4401,0,16910,3673,12763,473,12465,5449,6756,260,11246,11283,3,2,159,8,4,0,14,4,0,25,11,2,True,False,False,False,8010,"{'10-20': 6.699999999999999, '0-10': 5.9}","{'10-20': 477.7, '0-10': 324}","{'10-20': 436.5, '0-10': 302.7}",Ezreal,Flash,Heal,Red,Conqueror,Ionian Boots of Lucidity,Control Ward,Blade of the Ruined King,Trinity Force,Muramana,N/A,Warding Totem (Trinket)
{'summonerName': 'ravinator93'},200,9,25,DUO_SUPPORT,BOTTOM,4,14,3853,0,3157,3801,3020,1004,3364,True,1,4,11,0,0,1,0,0,0,0,531,30000,26476,2956,568,0,7908,6923,416,568,10292,4301,5138,852,7326,5275,1,1,18,0,0,0,13,2,0,20,9,1,False,False,False,False,8229,"{'10-20': 0.8, '0-10': 0.7}","{'10-20': 339.2, '0-10': 239.5}","{'10-20': 261.2, '0-10': 190.39999999999998}",Morgana,Flash,Ignite,Red,Arcane Comet,Shard of True Ice,N/A,Zhonya's Hourglass,Crystalline Bracer,Sorcerer's Shoes,Faerie Charm,Oracle Lens
{'summonerName': 'Da Han Bi'},200,10,59,NONE,JUNGLE,4,11,1412,3026,3077,3071,0,3047,3364,True,8,4,13,6,1,2,1,0,0,0,747,120560,9210,100457,10892,0,10998,1056,9713,229,21258,7360,11869,2028,11315,11150,2,0,20,117,74,8,14,2,0,26,4,3,False,False,False,False,8010,"{'10-20': 1.2, '0-10': 0}","{'10-20': 612.5999999999999, '0-10': 303.4}","{'10-20': 541.4, '0-10': 258.7}",JarvanIV,Flash,Smite,Red,Conqueror,Enchantment: Warrior,Guardian Angel,Tiamat,Black Cleaver,N/A,Ninja Tabi,Oracle Lens
{'summonerName': 'Kasofsky'},100,1,254,NONE,JUNGLE,4,11,1412,2031,3047,3078,1031,1038,3364,True,5,3,4,3,1,1,0,0,0,0,553,185175,4743,169120,11311,0,8654,0,8003,650,15452,4172,10977,303,10744,9783,2,1,50,161,87,21,15,1,0,19,1,2,False,False,True,False,8112,"{'10-20': 3, '0-10': 0.5}","{'10-20': 610.5, '0-10': 401.8}","{'10-20': 457.6, '0-10': 305.7}",Vi,Flash,Smite,Blue,Electrocute,Enchantment: Warrior,Refillable Potion,Ninja Tabi,Trinity Force,Chain Vest,B. F. Sword,Oracle Lens
{'summonerName': 'YJinxC'},100,2,81,DUO_CARRY,BOTTOM,7,4,1055,3144,3042,3078,1042,3158,3340,True,8,3,5,3,3,1,0,0,0,0,709,115250,12630,96219,6401,0,15630,5347,10182,100,13557,7368,5853,335,10707,9583,2,0,151,4,4,0,12,0,0,12,7,2,False,False,False,True,8010,"{'10-20': 5.5, '0-10': 6.3}","{'10-20': 428.9, '0-10': 297.7}","{'10-20': 488.8, '0-10': 288.6}",Ezreal,Heal,Flash,Blue,Conqueror,Doran's Blade,Bilgewater Cutlass,Muramana,Trinity Force,Dagger,Ionian Boots of Lucidity,Warding Totem (Trinket)
{'summonerName': 'NeonOvX'},100,3,24,SOLO,TOP,4,12,3153,3144,3047,3078,0,0,3340,True,6,3,1,3,2,1,0,0,0,0,570,133249,24333,99581,9334,0,11892,3215,8676,0,18757,2534,16091,131,10522,10018,3,0,169,16,0,8,15,1,0,10,7,0,True,False,False,False,8010,"{'10-20': 7.6, '0-10': 5.7}","{'10-20': 723.7, '0-10': 489.2}","{'10-20': 501.1, '0-10': 314.29999999999995}",Jax,Flash,Teleport,Blue,Conqueror,Blade of the Ruined King,Bilgewater Cutlass,Ninja Tabi,Trinity Force,N/A,N/A,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},100,4,268,SOLO,MIDDLE,12,4,1056,3191,3020,2055,3115,1052,3340,True,3,6,6,2,1,1,0,0,0,0,454,62699,59324,3374,0,0,7793,7471,321,0,12682,6510,5635,536,7461,6210,0,0,127,4,0,0,13,1,0,11,7,1,False,False,False,False,8010,"{'10-20': 5.3, '0-10': 6.300000000000001}","{'10-20': 399.8, '0-10': 411.7}","{'10-20': 261.4, '0-10': 236.7}",Azir,Teleport,Flash,Blue,Conqueror,Doran's Ring,Seeker's Armguard,Sorcerer's Shoes,Control Ward,Nashor's Tooth,Amplifying Tome,Warding Totem (Trinket)
{'summonerName': 'Zombo Cane'},100,5,267,DUO_SUPPORT,BOTTOM,14,4,3853,3107,2055,3174,0,3117,3364,True,2,1,12,0,0,1,0,0,0,0,879,13082,9493,2473,1116,0,6549,5439,744,366,6105,3013,2996,95,6984,6125,0,0,12,0,0,0,11,5,0,47,18,8,False,False,False,True,8214,"{'10-20': 0.8, '0-10': 0.2}","{'10-20': 317.7, '0-10': 269.2}","{'10-20': 353.2, '0-10': 171}",Nami,Ignite,Flash,Blue,Summon Aery,Shard of True Ice,Redemption,Control Ward,Athene's Unholy Grail,N/A,Boots of Mobility,Oracle Lens
{'summonerName': 'Ash Lavash'},200,6,64,NONE,JUNGLE,4,11,0,3179,1412,1029,3111,0,3340,False,3,2,6,2,1,1,0,0,0,0,808,94066,15857,70528,7680,0,6718,1040,5435,242,18637,6235,11882,519,7619,6950,0,0,20,97,87,0,11,9,0,26,16,2,False,False,False,False,8010,"{'10-20': 0.8999999999999999, '0-10': 0.1}","{'10-20': 349.1, '0-10': 362.2}","{'10-20': 316.7, '0-10': 300.7}",LeeSin,Flash,Smite,Red,Conqueror,N/A,Umbral Glaive,Enchantment: Warrior,Cloth Armor,Mercury's Treads,N/A,Warding Totem (Trinket)
{'summonerName': 'Azuly'},200,7,99,SOLO,MIDDLE,4,21,1056,3165,3285,3020,1052,1026,3363,False,8,5,4,5,1,1,0,0,0,0,524,75068,62989,11333,744,0,16877,15362,770,744,12322,5593,6474,255,10090,9180,1,0,125,0,0,0,13,1,0,15,9,1,False,False,False,False,8229,"{'10-20': 4.4, '0-10': 6.8}","{'10-20': 385.8, '0-10': 498.9}","{'10-20': 452.1, '0-10': 324.7}",Lux,Flash,Barrier,Red,Arcane Comet,Doran's Ring,Morellonomicon,Luden's Echo,Sorcerer's Shoes,Amplifying Tome,Blasting Wand,Farsight Alteration
{'summonerName': 'BurntxNoodle'},200,8,51,DUO_CARRY,BOTTOM,4,7,2031,3095,3006,3086,1055,1042,3340,False,2,5,3,2,1,1,0,0,0,0,815,71796,3436,66150,2210,576,5414,545,4869,0,11376,4487,6642,246,6994,6775,0,0,127,4,4,0,11,1,0,11,7,2,False,False,False,False,8021,"{'10-20': 5.800000000000001, '0-10': 5.4}","{'10-20': 501, '0-10': 236.2}","{'10-20': 336.4, '0-10': 215.89999999999998}",Caitlyn,Flash,Heal,Red,Fleet Footwork,Refillable Potion,Stormrazor,Berserker's Greaves,Zeal,Doran's Blade,Dagger,Warding Totem (Trinket)
{'summonerName': 'PureCosmo'},200,9,21,DUO_SUPPORT,BOTTOM,14,4,3020,2031,3285,3853,2055,1052,3364,False,0,5,5,0,0,0,0,0,0,0,611,40917,22279,13913,4724,273,6869,5484,969,415,8432,3232,5130,70,5921,5610,0,0,62,0,0,0,11,3,0,35,16,6,False,False,False,False,8229,"{'10-20': 4.3, '0-10': 0.30000000000000004}","{'10-20': 524, '0-10': 189.1}","{'10-20': 288.4, '0-10': 154.6}",MissFortune,Ignite,Flash,Red,Arcane Comet,Sorcerer's Shoes,Refillable Potion,Luden's Echo,Shard of True Ice,Control Ward,Amplifying Tome,Oracle Lens
{'summonerName': 'cIoud nine'},200,10,6,SOLO,TOP,4,12,1055,3071,3047,3105,1053,3133,3340,False,3,7,3,0,0,1,0,0,0,0,354,92771,0,91131,1640,0,10254,0,10254,0,15563,3779,11758,26,7962,8010,2,0,130,8,3,0,14,0,0,12,7,1,False,False,False,False,8005,"{'10-20': 4.5, '0-10': 5.2}","{'10-20': 394.7, '0-10': 436.8}","{'10-20': 263.8, '0-10': 268.20000000000005}",Urgot,Flash,Teleport,Red,Press the Attack,Doran's Blade,Black Cleaver,Ninja Tabi,Aegis of the Legion,Vampiric Scepter,Caulfield's Warhammer,Warding Totem (Trinket)
{'summonerName': 'Novacoil'},100,1,110,NONE,JUNGLE,7,4,3142,1055,3158,3814,3147,0,3340,True,3,2,6,2,1,1,0,0,0,0,825,119605,8961,107551,3092,0,15722,2228,12685,807,12511,6973,5213,324,11509,10250,1,1,161,29,10,7,15,2,0,25,10,1,False,False,False,False,8229,"{'10-20': 5.9, '0-10': 7, '20-30': 3.2}","{'10-20': 338.1, '0-10': 294.6, '20-30': 555.4}","{'10-20': 320.70000000000005, '0-10': 283.5, '20-30': 383.4}",Varus,Heal,Flash,Blue,Arcane Comet,Youmuu's Ghostblade,Doran's Blade,Ionian Boots of Lucidity,Edge of Night,Duskblade of Draktharr,N/A,Warding Totem (Trinket)
{'summonerName': 'Encorë'},100,2,143,SOLO,BOTTOM,4,14,3853,0,3116,3020,3151,0,3364,True,4,4,3,2,1,1,0,0,0,0,879,67225,57522,6659,3043,0,13076,11136,427,1513,10277,6717,3500,59,9356,7650,0,0,28,12,0,8,14,4,0,67,27,6,False,False,False,False,8229,"{'10-20': 1.4, '0-10': 0.6, '20-30': 0.7}","{'10-20': 262.29999999999995, '0-10': 294.6, '20-30': 510.2}","{'10-20': 267.1, '0-10': 169.1, '20-30': 336.8}",Zyra,Flash,Ignite,Blue,Arcane Comet,Shard of True Ice,N/A,Rylai's Crystal Scepter,Sorcerer's Shoes,Liandry's Torment,N/A,Oracle Lens
{'summonerName': 'Calcarrr'},100,3,115,SOLO,MIDDLE,4,12,3020,3285,3100,3089,0,0,3363,True,3,0,5,3,1,1,0,0,0,0,1872,225780,187963,11033,26782,0,24499,23279,522,697,7363,4301,3061,0,12558,12000,6,1,232,14,2,8,17,2,0,27,11,0,False,False,False,False,8229,"{'10-20': 9.6, '0-10': 7.1, '20-30': 5.300000000000001}","{'10-20': 628.3, '0-10': 435.4, '20-30': 527.1}","{'10-20': 421.1, '0-10': 240.5, '20-30': 434.4}",Ziggs,Flash,Teleport,Blue,Arcane Comet,Sorcerer's Shoes,Luden's Echo,Lich Bane,Rabadon's Deathcap,N/A,N/A,Farsight Alteration
{'summonerName': 'Ðickard'},100,4,24,SOLO,TOP,4,12,3153,3071,2033,3111,3053,3057,3340,True,4,3,4,2,2,2,1,0,0,0,1091,167889,30828,136445,615,0,13483,3089,10353,40,24642,6791,17073,777,13566,11925,2,0,220,16,0,9,17,1,0,14,10,1,False,False,True,False,8010,"{'10-20': 9.5, '0-10': 6.199999999999999, '20-30': 6.2}","{'10-20': 618.3, '0-10': 389.4, '20-30': 612.9}","{'10-20': 503.3, '0-10': 257.70000000000005, '20-30': 466}",Jax,Flash,Teleport,Blue,Conqueror,Blade of the Ruined King,Black Cleaver,Corrupting Potion,Mercury's Treads,Sterak's Gage,Sheen,Warding Totem (Trinket)
{'summonerName': 'WocketInMyPocket'},100,5,107,NONE,JUNGLE,4,11,3142,3036,3074,3147,3158,1041,3364,True,8,5,3,4,2,1,0,0,0,0,721,245070,13104,214292,17674,0,16158,1097,14997,64,28488,8568,19184,734,14306,14000,2,1,31,199,113,31,17,0,0,24,1,7,False,False,False,False,8112,"{'10-20': 0.9, '0-10': 0.4, '20-30': 1.6}","{'10-20': 544.5, '0-10': 319.5, '20-30': 802}","{'10-20': 423.4, '0-10': 306.79999999999995, '20-30': 584.2}",Rengar,Flash,Smite,Blue,Electrocute,Youmuu's Ghostblade,Lord Dominik's Regards,Ravenous Hydra,Duskblade of Draktharr,Ionian Boots of Lucidity,Hunter's Machete,Oracle Lens
{'summonerName': 'Xull'},200,6,145,DUO_CARRY,BOTTOM,4,7,1054,3042,3006,3124,3101,0,3340,False,1,10,1,0,0,1,0,0,0,0,408,136722,21097,109424,6200,0,2664,1031,1632,0,23042,8214,14666,161,9741,8275,0,0,192,8,8,0,14,1,0,7,4,1,False,False,False,False,9923,"{'10-20': 4.9, '0-10': 5.300000000000001, '20-30': 8.1}","{'10-20': 274.9, '0-10': 221.29999999999998, '20-30': 573.8}","{'10-20': 253.2, '0-10': 212.2, '20-30': 397.1}",Kaisa,Flash,Heal,Red,Hail of Blades,Doran's Shield,Muramana,Berserker's Greaves,Guinsoo's Rageblade,Stinger,N/A,Warding Totem (Trinket)
{'summonerName': 'ìrelia'},200,7,268,SOLO,MIDDLE,12,4,3089,3157,3020,3115,0,0,3364,False,6,5,6,3,1,2,1,0,0,0,721,190023,178904,6563,4555,0,16951,16392,508,50,20321,9421,10248,651,13276,11675,0,0,253,0,0,0,16,1,0,22,10,3,False,False,False,False,8010,"{'10-20': 8.8, '0-10': 8, '20-30': 6.6}","{'10-20': 575.4, '0-10': 432.6, '20-30': 427}","{'10-20': 430, '0-10': 259.5, '20-30': 464}",Azir,Teleport,Flash,Red,Conqueror,Rabadon's Deathcap,Zhonya's Hourglass,Sorcerer's Shoes,Nashor's Tooth,N/A,N/A,Oracle Lens
{'summonerName': 'King Ponyo'},200,8,98,SOLO,TOP,12,4,1054,3748,3047,1031,3068,0,3340,False,1,4,4,0,0,1,0,0,0,0,793,119255,59744,49841,9668,0,8233,3576,4268,388,23551,8372,14799,379,9041,8925,0,0,173,4,1,0,15,3,0,22,12,2,False,False,False,False,8437,"{'10-20': 5.4, '0-10': 5.300000000000001, '20-30': 6.1}","{'10-20': 503.70000000000005, '0-10': 365.3, '20-30': 421.7}","{'10-20': 297.70000000000005, '0-10': 213.5, '20-30': 303.4}",Shen,Teleport,Flash,Red,Grasp of the Undying,Doran's Shield,Titanic Hydra,Ninja Tabi,Chain Vest,Sunfire Cape,N/A,Warding Totem (Trinket)
